m000, -30:42:39.8, 21:26:38.0, 1086, 13.5, 0 0 0 0 0 0,0, 0
m059, -30:42:39.8, 21:26:38.0, 1086, 13.5, 3686.4265 758.895 11.8215 0 0 0,0,0
m001, -30:42:39.8, 21:26:38.0, 1086, 13.5, 1.1205 -171.762 8.4705 0 0 0,0,0
m002, -30:42:39.8, 21:26:38.0, 1086, 13.5, -32.113 -224.236 8.6445 0 0 0,0,0
m003, -30:42:39.8, 21:26:38.0, 1086, 13.5, -66.518 -202.276 8.285 0 0 0,0,0
m004, -30:42:39.8, 21:26:38.0, 1086, 13.5, -123.624 -252.946 8.513 0 0 0,0,0
m021, -30:42:39.8, 21:26:38.0, 1086, 13.5, -295.9655 -327.241 8.117 0 0 0, 0, 0
m048, -30:42:39.8, 21:26:38.0, 1086, 13.5, -2805.653 2686.863 -9.7545 0 0 0, 0, 0
